filieres_id,nom,descriptif,duree,cout,langue_enseignement,diplome_delivre,images_pc,images_telephone,images_tablettes,faculte_id,centre_interet,faculte_id,nom,descriptif,condition_admission,email,telephone,images_pc,images_telephone,images_tablettes,universite_id,ville,pays,logo,nom,universite_id
661,Sciences Biomédicale,"La filière des sciences biomédicales forme les étudiants à comprendre les principes fondamentaux des sciences de la vie appliquées à la santé humaine. Les étudiants apprennent les bases de la biologie cellulaire et moléculaire, de la physiologie, de la pharmacologie, et de la pathologie. Ils acquièrent également des compétences en recherche biomédicale, en diagnostic médical, et en développement de nouvelles thérapies et traitements.",5,50000.00,Français et Anglais,"Licence, Master 2",,,,98,,98,FACULTE DES SCIENCES,"L’innovation étant un maître mot dans la vision de la formation à l’Université de Bertoua qui se veut une institution futuriste, elle a autant que la professionnalisation influencé les options de formation que la Faculté des Sciences propose.
En effet, dans les différents Départements de cette Faculté, il est question de produire des diplômés qui valoriseront les acquis de leurs formations respectives en s’insérant aisément dans le monde de l’emploi et/ou en se montrant apte à l’auto-emploi.
La FS offre les formations dans les domaines des Sciences Fondamentales et des Sciences de l'Ingénieur.",Admission sur ETUDE DE DOSSIER aux titulaires des Baccalaureats Scientifiques ou équivalent.,fs@univ-bertoua.cm,+237 675 46 15 18,https://drive.google.com/file/d/1bd8Pb4-Env8Uha9A_yT2LinKrBlusP7M/view?usp=sharing,,,12,Bertoua,Cameroun,https://drive.google.com/file/d/1nSdFe7OETjNgKkaVWaxnrYZ9pcwRf6Is/view?usp=sharing,UNIVERSITE DE BERTOUA,12
662,Mathématiques,L’objectif ici consiste à fournir aux étudiants les connaissances scientifiques fondamentales fortes dans le domaine des mathématiques permettant à l’étudiant à l’issue de sa formation d‘intégrer des Ecoles d’Ingénieurs de haut de niveau dans le domaine des sciences et technologie.,5,50000.00,Français et Anglais,"Licence, Master 2",,,,98,,98,FACULTE DES SCIENCES,"L’innovation étant un maître mot dans la vision de la formation à l’Université de Bertoua qui se veut une institution futuriste, elle a autant que la professionnalisation influencé les options de formation que la Faculté des Sciences propose.
En effet, dans les différents Départements de cette Faculté, il est question de produire des diplômés qui valoriseront les acquis de leurs formations respectives en s’insérant aisément dans le monde de l’emploi et/ou en se montrant apte à l’auto-emploi.
La FS offre les formations dans les domaines des Sciences Fondamentales et des Sciences de l'Ingénieur.",Admission sur ETUDE DE DOSSIER aux titulaires des Baccalaureats Scientifiques ou équivalent.,fs@univ-bertoua.cm,+237 675 46 15 18,https://drive.google.com/file/d/1bd8Pb4-Env8Uha9A_yT2LinKrBlusP7M/view?usp=sharing,,,12,Bertoua,Cameroun,https://drive.google.com/file/d/1nSdFe7OETjNgKkaVWaxnrYZ9pcwRf6Is/view?usp=sharing,UNIVERSITE DE BERTOUA,12
663,Informatique,"La filière d'informatique forme les étudiants aux sciences et aux technologies de l'information et de la communication. Les étudiants apprennent les bases de la programmation, du développement logiciel, des réseaux informatiques, de la sécurité informatique, et des bases de données. Ils acquièrent également des compétences en analyse et en résolution de problèmes, ainsi qu'en gestion de projets informatiques.",5,50000.00,Français et Anglais,"Licence, Master 2",,,,98,,98,FACULTE DES SCIENCES,"L’innovation étant un maître mot dans la vision de la formation à l’Université de Bertoua qui se veut une institution futuriste, elle a autant que la professionnalisation influencé les options de formation que la Faculté des Sciences propose.
En effet, dans les différents Départements de cette Faculté, il est question de produire des diplômés qui valoriseront les acquis de leurs formations respectives en s’insérant aisément dans le monde de l’emploi et/ou en se montrant apte à l’auto-emploi.
La FS offre les formations dans les domaines des Sciences Fondamentales et des Sciences de l'Ingénieur.",Admission sur ETUDE DE DOSSIER aux titulaires des Baccalaureats Scientifiques ou équivalent.,fs@univ-bertoua.cm,+237 675 46 15 18,https://drive.google.com/file/d/1bd8Pb4-Env8Uha9A_yT2LinKrBlusP7M/view?usp=sharing,,,12,Bertoua,Cameroun,https://drive.google.com/file/d/1nSdFe7OETjNgKkaVWaxnrYZ9pcwRf6Is/view?usp=sharing,UNIVERSITE DE BERTOUA,12
184,SCIENCES PHYSIQUES,"La filière SCIENCES PHYSIQUES offre une formation complète en sciences physiques, combinant la physique théorique et expérimentale. Elle prépare les étudiants à des carrières dans la recherche, l’enseignement et l’industrie.",5,50000.00,"francais, anglais","Licence, Master",,,,29,,29,Ecole Normale Supérieure,"L’Ecole Normale Supérieure a pour missions spécifiques d’assurer la formation initiale des Professeurs de l’Enseignement Secondaire Général, des Professeurs de l’Enseignement Normal et des Conseillers d’Orientation Scolaire, Universitaire et Professionnelle. Elle assure également la formation continue, le recyclage et le perfectionnement des personnels enseignants et administratifs du système éducatif et des Conseillers d’Orientation Scolaire, Universitaire et Professionnelle. L’ENS compte 13 départements.","L’admission à l’ENS se fait par voie de concours sur épreuves, sur étude de dossier, sur titre et comme auditeurs libres, dans la limite des places disponibles. Les candidats au concours doivent être âgés de 28 ans au plus pour le première cycle et être titulaires du Baccalauréat A, C, D et E, du GCE A/L ou de tout autre diplôme reconnu équivalent par le Ministère de l’Enseignement Supérieur. Ceux du seconde cycle doivent être âgés de 31 ans au plus et être titulaires du DIPES I et (ou) d’une Licence correspondant à la filière sollicitée, ou d’un diplôme reconnu équivalent par le MINESUP.",,(237) 222 29 19 87,https://drive.google.com/file/d/1-nyi1DBwV7t6b40btWXQLMZkqdMefUJb/view?usp=sharing,,,4,Maroua,Cameroun,https://drive.google.com/file/d/1-nyi1DBwV7t6b40btWXQLMZkqdMefUJb/view?usp=sharing,UNIVERSITE DE MAROUA,4
196,Securite industrielle qualite et environnement (SQE),"La filière SQE forme des professionnels spécialisés dans la sécurité industrielle, la gestion de la qualité et la préservation de l’environnement. Les étudiants acquièrent des compétences en gestion des risques, en contrôle qualité et en protection de l’environnement.",5,50000.00,"Français, Anglais","Licence, Master",,,,31,,31,Faculté des Mines et des Industries Pétrolières (FMIP),"La formation à la FMIP a pour but de donner aux étudiants des connaissances et un langage communs leur permettant de s’insérer dans le monde des industries minières et pétrolières, dans le monde des métiers du pétrole et du gaz. Elle vise aussi la mise au point de produits et de techniques de traitements des gisements pétroliers, des matériels pour l’exploration et la production pétrolière, des produits de raffinage, des nouveaux carburants et des matériaux pour l’énergie.
Formation : Pour assurer la formation, l’Institut des Mines et des Industries Pétrolières (IMP) est doté des Départements suivants :
Département d’Ingénierie Minière et Traitement des Minerais ;
Département d’Exploration Minière, Pétrolière, Gazière et Ressources en Eau;
Département de Raffinage et de Pétrochimie ;
Département de Génie Mécanique, Pétrolier et Gazier ;
Département de Sécurité Industrielle, Qualité et Environnement ;
Département de l’Économie, Gestion et Législation Minière, Pétrolière et Gazière ;
Département des Sciences fondamentales, de Droit et des Humanités.","L'admission à la FMIP se fait sur concours et sur titres aux titulaires du Baccalauréat  scientifiques C, D, TI, E ou F, ainsi que le GCE Advanced Level (GCE AL) dans les matières spécifiques.",,(+237) 222 29 15 41 / 677 78 07 78,https://drive.google.com/file/d/1tBoXVCdCCMCg4osUKR9o9QZc4o4skBlt/view?usp=sharing,,,4,Maroua,Cameroun,https://drive.google.com/file/d/1-nyi1DBwV7t6b40btWXQLMZkqdMefUJb/view?usp=sharing,UNIVERSITE DE MAROUA,4
227,Didactique des Disciplines,"La filière ""Didactique des Disciplines"" forme des spécialistes de la didactique pour l'enseignement des différentes disciplines. La durée est de 5 ans, le coût est de 50 mille. La langue d'enseignement est le français et l'anglais. Elle délivre un diplôme de Master degré.",5,50000.00,"Français, Anglais","Licence, Master",,,,35,,35,Faculté des Sciences de l’Education (FSE),"La Faculté des Sciences de l'Education (FSE) de l'Université de Ngaoundéré est l'une des plus anciennes et des plus prestigieuses facultés de l'université. Créée en 1993, elle offre une formation de qualité en sciences de l'éducation à des étudiants venus de tout le Cameroun et de la sous-région Afrique centrale. La mission de la FSE est de former des enseignants, des formateurs et des chercheurs de haut niveau, capables de répondre aux besoins des systèmes éducatifs du Cameroun et de la sous-région Afrique centrale. La faculté s'engage également à promouvoir la recherche en sciences de l'éducation et à contribuer à l'amélioration de la qualité de l'éducation en Afrique.","Les Baccalauréats autorisés pour la première année à la FSE de l'Université de Ngaoundéré sont les séries A, C, D, E, F, ainsi que le GCE Advanced Level (GCE AL) obtenu dans au moins 2 matières.",un@univ-ndere.cm,+237 222 29 14 49,https://drive.google.com/file/d/1FSJMduJgeCqnfALQi7gYMcxqNSkfeo5L/view?usp=sharing,,,5,Ngaoundéré,Cameroun,https://drive.google.com/file/d/1yM6vkPNIw5df1kqNFuzQho19DpEGG9t9/view?usp=sharing,UNIVERSITE DE NGAOUNDERE,5
664,GENIE URBAIN(GUR),"La filière de génie urbain forme les étudiants à concevoir, planifier et gérer les infrastructures et les systèmes urbains. Les étudiants acquièrent des compétences en génie civil, en aménagement urbain, en gestion des ressources naturelles, et en développement durable. Ils étudient également les aspects socio-économiques et environnementaux de la planification urbaine, ainsi que les technologies émergentes dans le domaine du génie urbain, telles que les villes intelligentes et durables.",5,50000.00,Français et Anglais,"Licence en Science de l'Ingénieur, Ingénieur",,,,99,,99,ECOLE SUPERIEURE DES SCIENCES DE L’URBANISME ET DU TOURISME(ESSUT) d'Abong-mbang,"L'ESSUT est une école de l'Université de Bertoua situé dans la ville d'Abong-mbang dans le département du Haut-Nyong région de l'Est Cameroun. Cette école jeune vise l'orientation stratégique et la conduite des activités urbaines, le développement des plans d’aménagement urbain, le contrôle et la gestion durable des sites touristiques, la spécialisation dans les services d’hôtellerie. L'entrée à l'ESSUT d'Abong-mbang se fait par Concours écrit.","Admission Concours tous les Bac: (A, C, D, E, TI, ACA, ACC, GC,FIG, BT, SES...) et GCE AL Science ou tout autre diplôme reconnu équivalent",essut@univ-bertoua.cm,+237 694 278 784,https://drive.google.com/file/d/1nSdFe7OETjNgKkaVWaxnrYZ9pcwRf6Is/view?usp=sharing,,,12,Bertoua,Cameroun,https://drive.google.com/file/d/1nSdFe7OETjNgKkaVWaxnrYZ9pcwRf6Is/view?usp=sharing,UNIVERSITE DE BERTOUA,12
126,Industrie d’Habillement,"Cette filière forme des professionnels capables de concevoir, fabriquer et gérer les processus de production dans l'industrie de l'habillement. Les étudiants apprennent les techniques de conception, de coupe, de couture et de finition des vêtements, ainsi que les aspects liés à la gestion de la production et à la qualité des produits finis.",5,50000.00,"Français, Anglais","Licence, Master",,,,19,,19,Ecole Normale Supérieure de l’Enseignement Technique Douala (ENSET),"Au cœur de l'Université de Douala, l’École Normale Supérieure de l’Enseignement (ENSE) se distingue comme un pilier essentiel de l’éducation, façonnant les enseignants de demain avec dévouement et excellence. L’ENSE offre une variété de programmes éducatifs, embrassant toutes les facettes de l’enseignement. Structurée pour fournir une éducation complète, elle prépare les futurs éducateurs à transmettre non seulement des connaissances mais aussi des compétences de vie aux générations futures. L’ENSE va au-delà de la simple transmission de savoir-faire en cultivant un esprit de réflexion critique et d’innovation éducative. Les professeurs, des éducateurs chevronnés, guident les étudiants à travers des méthodologies d’enseignement modernes et des pratiques pédagogiques novatrices.","Les conditions d'admission en première année à l'ENSET varient en fonction des filières. Pour la filière de Génie Informatique, les Baccalauréats autorisés sont les séries C-D-E , BT EF ,BT IB, BT MEB, ainsi que le GCE Advanced Level (GCE AL) obtenu dans au moins 2 matières scientifiques. Le concours d'entrée se fait sur dossier académique
.",infos.udla@univ.douala.com,+237 233 40 11 28,https://drive.google.com/file/d/1349Frj4ud_s2LF4IQqxx-1MOKp3J5R7Y/view?usp=sharing,,,3,Douala,Cameroun,https://drive.google.com/file/d/1349Frj4ud_s2LF4IQqxx-1MOKp3J5R7Y/view?usp=sharing,UNIVERSITE DE DOUALA,3
18,Sociologie,"Analyse des structures sociales, des relations humaines et des phénomènes sociaux, avec un accent sur la compréhension critique de la société.",5,50000.00,Français et Anglais,"Licence, Master",,,,1,,1,"Faculté des Arts, Lettres et Sciences Humaines","La Faculté des Arts, Lettres et Sciences Humaines (F.A.L.S.H.) est un établissement public de l’Université de Yaoundé I. Jadis appelée Faculté des Lettres et Sciences Humaines, elle doit son actuelle dénomination de la Réforme universitaire de 1993 avec les décrets 93/027 et 93/036 du 19 janvier 1993 du Président de la République portant respectivement dispositions communes aux universités d’État et organisation administrative et académique de l’Université de Yaoundé I.","Peuvent être admis à s’inscrire à la FALSH en première année d’études les Camerounais et les étrangers qui en font la demande, sans distinction d’âge, de sexe ou de religion.",falsh@univ-yaounde1.cm,222 22 24 05,https://drive.google.com/file/d/14qsWESL-7BoCzxCsx8SjpkwEiPXo9WKj/view?usp=sharing,,,1,Yaoundé,Cameroun,https://drive.google.com/file/d/17tXCmCEuZUwhLDKbcYdh1hCQnJzoGq6M/view?usp=sharing,UNIVERSITE DE YAOUNDE I,1
665,AMENAGEMENT URBAIN (AUR),"La filière d'aménagement urbain forme les étudiants à concevoir et à transformer les espaces urbains pour répondre aux besoins des communautés et promouvoir le développement durable. Les étudiants acquièrent des compétences en planification spatiale, en conception architecturale, en gestion des ressources, et en participation communautaire. Ils étudient également les aspects socio-économiques, environnementaux et culturels de l'aménagement urbain, ainsi que les politiques publiques et les réglementations liées à l'urbanisme. En outre, ils développent des compétences pour travailler en collaboration avec divers acteurs urbains et pour intégrer les innovations technologiques dans la conception des villes de demain.",5,50000.00,Français et Anglais,"Licence en Science de l'Ingénieur, Ingénieur",,,,99,,99,ECOLE SUPERIEURE DES SCIENCES DE L’URBANISME ET DU TOURISME(ESSUT) d'Abong-mbang,"L'ESSUT est une école de l'Université de Bertoua situé dans la ville d'Abong-mbang dans le département du Haut-Nyong région de l'Est Cameroun. Cette école jeune vise l'orientation stratégique et la conduite des activités urbaines, le développement des plans d’aménagement urbain, le contrôle et la gestion durable des sites touristiques, la spécialisation dans les services d’hôtellerie. L'entrée à l'ESSUT d'Abong-mbang se fait par Concours écrit.","Admission Concours tous les Bac: (A, C, D, E, TI, ACA, ACC, GC,FIG, BT, SES...) et GCE AL Science ou tout autre diplôme reconnu équivalent",essut@univ-bertoua.cm,+237 694 278 784,https://drive.google.com/file/d/1nSdFe7OETjNgKkaVWaxnrYZ9pcwRf6Is/view?usp=sharing,,,12,Bertoua,Cameroun,https://drive.google.com/file/d/1nSdFe7OETjNgKkaVWaxnrYZ9pcwRf6Is/view?usp=sharing,UNIVERSITE DE BERTOUA,12
297,"Lettres Trilingues (Français, Anglais, Allemand)","Filière mettant l’accent sur l’étude des langues française, anglaise et allemande.",5,50000.00,"Français, Anglais","Licence, Master",,,,43,,43,Faculté des Lettres et Sciences Humaines,"La Faculté des Lettres et Sciences Humaines (FLSH) est l’une des six facultés de l’Université de Dschang, une université publique camerounaise située à Dschang dans la région de l’Ouest. Créée en 1993, la FLSH offre une formation pluridisciplinaire dans les domaines des lettres, des sciences humaines et des sciences sociales.",Titulaire du Bacc ou GCE A/L pour le Cycle Licence,udsrectorat@univ-dschang.com,(+237) 233 40 21 47,https://drive.google.com/file/d/14qsWESL-7BoCzxCsx8SjpkwEiPXo9WKj/view?usp=sharing,,,6,"Bambui, Belabo, Ebolowa, Maroua, Yaoundé-Nkolbisson, Bafia",Cameroun,https://drive.google.com/file/d/1mzS6KrwbYB6R6-KjtANoaObj5kIdMyw1/view?usp=sharing,UNIVERSITE DE DSCHANG,6
190,Sciences environnementales (SCIENVI),"La filière Sciences Environnementales forme des ingénieurs spécialisés dans la préservation de l’environnement. Les étudiants étudient les sciences naturelles, l’écologie, la gestion des ressources naturelles et la protection de l’écosystème pour contribuer à un environnement durable.",5,50000.00,"francais, anglais","Licence, Master",,,,30,,30,Ecole Nationale Supérieure Polytechnique Maroua (ENSPM),"L’ENSPM (Ex Institut Supérieur du Sahel) de l’Université de Maroua est un pôle d’Excellence polytechnique au service du développement local, national et sous régional. Elle offre des formations de pointe dans divers domaines polytechniques, contribuant ainsi au progrès scientifique et technologique.","L'admission à l'ENSPM de l'Université de Maroua se fait par voie de concours ou sur étude de dossier. Les Baccalauréats autorisés pour la première année sont les séries scientifiques C, D, E, F, ainsi que le GCE Advanced Level (GCE AL) ou tout autre diplôme équivalent reconnu par le Ministère de l'Enseignement Supérieur. Les épreuves du concours comprennent des épreuves écrites en mathématiques, culture générale, physique-chimie, et des épreuves orales selon la filière choisie.",,(237) 222 29 19 87,https://drive.google.com/file/d/16Atpa_Zdz7BSHB9-c5b-8RyWB9K8Nwvn/view?usp=sharing,,,4,Maroua,Cameroun,https://drive.google.com/file/d/1-nyi1DBwV7t6b40btWXQLMZkqdMefUJb/view?usp=sharing,UNIVERSITE DE MAROUA,4
191,Hydraulique et maîtrise des eaux (HYMAE),"La filière Hydraulique et Maîtrise des Eaux forme des ingénieurs spécialisés dans la gestion de l’eau. Les étudiants acquièrent des compétences en conception, construction et gestion des infrastructures hydrauliques pour répondre aux besoins en eau de la société.",5,50000.00,"francais, anglais","Licence, Master",,,,30,,30,Ecole Nationale Supérieure Polytechnique Maroua (ENSPM),"L’ENSPM (Ex Institut Supérieur du Sahel) de l’Université de Maroua est un pôle d’Excellence polytechnique au service du développement local, national et sous régional. Elle offre des formations de pointe dans divers domaines polytechniques, contribuant ainsi au progrès scientifique et technologique.","L'admission à l'ENSPM de l'Université de Maroua se fait par voie de concours ou sur étude de dossier. Les Baccalauréats autorisés pour la première année sont les séries scientifiques C, D, E, F, ainsi que le GCE Advanced Level (GCE AL) ou tout autre diplôme équivalent reconnu par le Ministère de l'Enseignement Supérieur. Les épreuves du concours comprennent des épreuves écrites en mathématiques, culture générale, physique-chimie, et des épreuves orales selon la filière choisie.",,(237) 222 29 19 87,https://drive.google.com/file/d/16Atpa_Zdz7BSHB9-c5b-8RyWB9K8Nwvn/view?usp=sharing,,,4,Maroua,Cameroun,https://drive.google.com/file/d/1-nyi1DBwV7t6b40btWXQLMZkqdMefUJb/view?usp=sharing,UNIVERSITE DE MAROUA,4
12,Lettres modernes françaises,"Exploration des œuvres littéraires françaises modernes, analyse des mouvements littéraires contemporains, et développement de compétences critiques.",5,50000.00,Français et Anglais,"Licence, Master",,,,1,,1,"Faculté des Arts, Lettres et Sciences Humaines","La Faculté des Arts, Lettres et Sciences Humaines (F.A.L.S.H.) est un établissement public de l’Université de Yaoundé I. Jadis appelée Faculté des Lettres et Sciences Humaines, elle doit son actuelle dénomination de la Réforme universitaire de 1993 avec les décrets 93/027 et 93/036 du 19 janvier 1993 du Président de la République portant respectivement dispositions communes aux universités d’État et organisation administrative et académique de l’Université de Yaoundé I.","Peuvent être admis à s’inscrire à la FALSH en première année d’études les Camerounais et les étrangers qui en font la demande, sans distinction d’âge, de sexe ou de religion.",falsh@univ-yaounde1.cm,222 22 24 05,https://drive.google.com/file/d/14qsWESL-7BoCzxCsx8SjpkwEiPXo9WKj/view?usp=sharing,,,1,Yaoundé,Cameroun,https://drive.google.com/file/d/17tXCmCEuZUwhLDKbcYdh1hCQnJzoGq6M/view?usp=sharing,UNIVERSITE DE YAOUNDE I,1
14,Langues africaines et linguistique,"Exploration des langues africaines, avec un accent sur la linguistique et la compréhension des structures linguistiques.",5,50000.00,Français et Anglais,"Licence, Master",,,,1,,1,"Faculté des Arts, Lettres et Sciences Humaines","La Faculté des Arts, Lettres et Sciences Humaines (F.A.L.S.H.) est un établissement public de l’Université de Yaoundé I. Jadis appelée Faculté des Lettres et Sciences Humaines, elle doit son actuelle dénomination de la Réforme universitaire de 1993 avec les décrets 93/027 et 93/036 du 19 janvier 1993 du Président de la République portant respectivement dispositions communes aux universités d’État et organisation administrative et académique de l’Université de Yaoundé I.","Peuvent être admis à s’inscrire à la FALSH en première année d’études les Camerounais et les étrangers qui en font la demande, sans distinction d’âge, de sexe ou de religion.",falsh@univ-yaounde1.cm,222 22 24 05,https://drive.google.com/file/d/14qsWESL-7BoCzxCsx8SjpkwEiPXo9WKj/view?usp=sharing,,,1,Yaoundé,Cameroun,https://drive.google.com/file/d/17tXCmCEuZUwhLDKbcYdh1hCQnJzoGq6M/view?usp=sharing,UNIVERSITE DE YAOUNDE I,1
16,Philosophie,"Exploration des principaux courants philosophiques, analyse des œuvres philosophiques majeures, et développement de compétences philosophiques critiques.",5,50000.00,Français et Anglais,"Licence, Master",,,,1,,1,"Faculté des Arts, Lettres et Sciences Humaines","La Faculté des Arts, Lettres et Sciences Humaines (F.A.L.S.H.) est un établissement public de l’Université de Yaoundé I. Jadis appelée Faculté des Lettres et Sciences Humaines, elle doit son actuelle dénomination de la Réforme universitaire de 1993 avec les décrets 93/027 et 93/036 du 19 janvier 1993 du Président de la République portant respectivement dispositions communes aux universités d’État et organisation administrative et académique de l’Université de Yaoundé I.","Peuvent être admis à s’inscrire à la FALSH en première année d’études les Camerounais et les étrangers qui en font la demande, sans distinction d’âge, de sexe ou de religion.",falsh@univ-yaounde1.cm,222 22 24 05,https://drive.google.com/file/d/14qsWESL-7BoCzxCsx8SjpkwEiPXo9WKj/view?usp=sharing,,,1,Yaoundé,Cameroun,https://drive.google.com/file/d/17tXCmCEuZUwhLDKbcYdh1hCQnJzoGq6M/view?usp=sharing,UNIVERSITE DE YAOUNDE I,1
666,HOTELLERIE,"La filière d'hôtellerie forme les étudiants à gérer et à exploiter efficacement des établissements hôteliers, tels que des hôtels, des restaurants, des centres de villégiature et des spas. Les étudiants acquièrent des compétences en gestion hôtelière, en service à la clientèle, en gestion des opérations, en marketing hôtelier et en gestion des ressources humaines. Ils étudient également les tendances du marché, les normes de qualité et les réglementations de l'industrie hôtelière. En outre, ils développent des compétences en leadership, en résolution de problèmes et en prise de décision pour assurer le succès et la rentabilité de leur établissement.",5,50000.00,Français et Anglais,"Licence, Master 2",,,,99,,99,ECOLE SUPERIEURE DES SCIENCES DE L’URBANISME ET DU TOURISME(ESSUT) d'Abong-mbang,"L'ESSUT est une école de l'Université de Bertoua situé dans la ville d'Abong-mbang dans le département du Haut-Nyong région de l'Est Cameroun. Cette école jeune vise l'orientation stratégique et la conduite des activités urbaines, le développement des plans d’aménagement urbain, le contrôle et la gestion durable des sites touristiques, la spécialisation dans les services d’hôtellerie. L'entrée à l'ESSUT d'Abong-mbang se fait par Concours écrit.","Admission Concours tous les Bac: (A, C, D, E, TI, ACA, ACC, GC,FIG, BT, SES...) et GCE AL Science ou tout autre diplôme reconnu équivalent",essut@univ-bertoua.cm,+237 694 278 784,https://drive.google.com/file/d/1nSdFe7OETjNgKkaVWaxnrYZ9pcwRf6Is/view?usp=sharing,,,12,Bertoua,Cameroun,https://drive.google.com/file/d/1nSdFe7OETjNgKkaVWaxnrYZ9pcwRf6Is/view?usp=sharing,UNIVERSITE DE BERTOUA,12
182,Biologie,"La filière Biologie offre une formation approfondie en biologie cellulaire, en génétique, en écologie et en physiologie. Elle prépare les étudiants à des carrières dans la recherche, la santé et l’environnement.",5,50000.00,"francais, anglais","Licence, Master",,,,29,,29,Ecole Normale Supérieure,"L’Ecole Normale Supérieure a pour missions spécifiques d’assurer la formation initiale des Professeurs de l’Enseignement Secondaire Général, des Professeurs de l’Enseignement Normal et des Conseillers d’Orientation Scolaire, Universitaire et Professionnelle. Elle assure également la formation continue, le recyclage et le perfectionnement des personnels enseignants et administratifs du système éducatif et des Conseillers d’Orientation Scolaire, Universitaire et Professionnelle. L’ENS compte 13 départements.","L’admission à l’ENS se fait par voie de concours sur épreuves, sur étude de dossier, sur titre et comme auditeurs libres, dans la limite des places disponibles. Les candidats au concours doivent être âgés de 28 ans au plus pour le première cycle et être titulaires du Baccalauréat A, C, D et E, du GCE A/L ou de tout autre diplôme reconnu équivalent par le Ministère de l’Enseignement Supérieur. Ceux du seconde cycle doivent être âgés de 31 ans au plus et être titulaires du DIPES I et (ou) d’une Licence correspondant à la filière sollicitée, ou d’un diplôme reconnu équivalent par le MINESUP.",,(237) 222 29 19 87,https://drive.google.com/file/d/1-nyi1DBwV7t6b40btWXQLMZkqdMefUJb/view?usp=sharing,,,4,Maroua,Cameroun,https://drive.google.com/file/d/1-nyi1DBwV7t6b40btWXQLMZkqdMefUJb/view?usp=sharing,UNIVERSITE DE MAROUA,4
667,TOURISME,"La filière de tourisme forme les étudiants à comprendre, gérer et promouvoir les activités touristiques dans différentes destinations. Les étudiants acquièrent des compétences en planification de voyages, en gestion des destinations touristiques, en marketing touristique et en développement de produits touristiques. Ils étudient également les tendances du marché, les comportements des voyageurs, et les impacts socio-économiques et environnementaux du tourisme. En outre, ils développent des compétences en communication interculturelle, en gestion de la relation client et en gestion des risques pour assurer des expériences touristiques de qualité et durables.",5,50000.00,Français et Anglais,"Licence, Master 2",,,,99,,99,ECOLE SUPERIEURE DES SCIENCES DE L’URBANISME ET DU TOURISME(ESSUT) d'Abong-mbang,"L'ESSUT est une école de l'Université de Bertoua situé dans la ville d'Abong-mbang dans le département du Haut-Nyong région de l'Est Cameroun. Cette école jeune vise l'orientation stratégique et la conduite des activités urbaines, le développement des plans d’aménagement urbain, le contrôle et la gestion durable des sites touristiques, la spécialisation dans les services d’hôtellerie. L'entrée à l'ESSUT d'Abong-mbang se fait par Concours écrit.","Admission Concours tous les Bac: (A, C, D, E, TI, ACA, ACC, GC,FIG, BT, SES...) et GCE AL Science ou tout autre diplôme reconnu équivalent",essut@univ-bertoua.cm,+237 694 278 784,https://drive.google.com/file/d/1nSdFe7OETjNgKkaVWaxnrYZ9pcwRf6Is/view?usp=sharing,,,12,Bertoua,Cameroun,https://drive.google.com/file/d/1nSdFe7OETjNgKkaVWaxnrYZ9pcwRf6Is/view?usp=sharing,UNIVERSITE DE BERTOUA,12
82,Arts numériques,"La filière des Arts Numériques prépare les étudiants à une carrière dans le domaine de la création artistique numérique. Les étudiants acquièrent des compétences en conception graphique, en animation, en modélisation 3D, en création sonore et en réalité virtuelle. Ils explorent les outils et les technologies numériques pour créer des œuvres artistiques innovantes dans des domaines tels que l’animation, les effets visuels, les jeux vidéo, et la réalité augmentée. Cette formation leur permet de développer leur créativité et de maîtriser les techniques numériques pour s’exprimer artistiquement dans un monde de plus en plus connecté.",5,50000.00,Français et Anglais,"Licence, Master",,,,7,,7,École Nationale Supérieure Polytechnique de Yaoundé (ENSPY),"L’Ecole Nationale Supérieure Polytechnique (ENSP) a été créée le 04 juin 1971 pour former les cadres techniques, et développer ses recherches pour appuyer le développement du pays. Depuis 1991, l’ENSP a arrêté avec la formation courte et a conservé uniquement la formation longue. Les cinq spécialités de formation à l’ENSP se font sur deux cycles : le premier cycle d’une durée de deux ans offre aux étudiants un enseignement de base en mathématiques, en sciences physiques et en sciences de l’ingénieur; le second cycle encore appelé cycle de spécialité d’une durée de trois ans forme les étudiants dans le métier. Il existe à l’Ecole Nationale Supérieure Polytechnique de Yaoundé, 3 niveaux d’études : Les ingénieurs de conception (1er cycle universitaire) sont des programmes de formation d’ingénieur donnant accès au titre d’ingénieur et à la pratique de l’ingénierie dans le monde entier. Les études supérieures (2e et 3e cycles universitaires) sont des programmes accessibles uniquement après avoir complété le cycle d’ingénieur de conception du 1er cycle universitaire, ou un programme équivalent. Les sciences de l’ingénieur de 1er cycle sont des programmes de formation continue de 1er cycle universitaire adapté à une clientèle non ingénieur. Il est aussi possible de demander à s’inscrire comme étudiant à une formation de certificat (CARD) ou à des masters professionnels en revanche des conditions particulières s’appliquent.","L’accès au premier cycle de l’ENSP est conditionné par la réussite à un concours scientifique. Les candidats, titulaires d’un Baccalauréat C, D, E et F ou d’un diplôme reconnu équivalent, sont soumis à une épreuve de Physiques et une épreuve de Mathématiques d’une durée de 4 heures chacune.",contact@polytechnique.cm,237 222 22 45 47,https://drive.google.com/file/d/1pw-6syMiDdDwRXtQbxjRjdZbKSEpm7S_/view?usp=sharing,,,1,Yaoundé,Cameroun,https://drive.google.com/file/d/17tXCmCEuZUwhLDKbcYdh1hCQnJzoGq6M/view?usp=sharing,UNIVERSITE DE YAOUNDE I,1
